Sección;Descripción;Precio_EUR
Desayuno, dulces y pan;ROYAL cuajada sabor lácteo para preparar caja 5 sobres de 12 gr;1.49
Desayuno, dulces y pan;GULLON galleta ligera sin sal y sin azúcar paquete 200 gr;0.95
Desayuno, dulces y pan;SMINT pastillas de frutas silvestres sin azúcar dispensador 8 gr;1.69
Desayuno, dulces y pan;BIMBO pan de molde formato familiar bolsa 750 gr ;1.89
Desayuno, dulces y pan;KIT KAT chocolatina mini bolsa 200 gr;2.09
Desayuno, dulces y pan;HORNIMANS te verde estuche 20 uds;2.39
Desayuno, dulces y pan;DIA galleta rellena de crema de chocolate paquete 500 gr;0.89
Desayuno, dulces y pan;DIA barrita de chocolate caramelo y galleta bolsa 290 gr ;1.55
Desayuno, dulces y pan;DIA barrita chocolate turrón y caramelo bolsa 200 gr ;1.35
Desayuno, dulces y pan;DIA huevos sorpresa chocolate pack 3 caja 60 gr;1.59
Desayuno, dulces y pan;DIA croissants rellenos de cacao bolsa 360gr;1.25
Desayuno, dulces y pan;FONTANEDA La buena maría galletas de desayuno caja 800 gr;2.19
Desayuno, dulces y pan;DIA café soluble frasco 200 gr;1.95
Desayuno, dulces y pan;DIA nubes bolsa 200 gr;0.99
Desayuno, dulces y pan;LA BELLA EASO pan de leche bolsa 10 uds 315 gr;2.29
Desayuno, dulces y pan;LA BELLA EASO magdalenas bolsa 10 uds de 29 gr;1.39
Desayuno, dulces y pan;AZUCARERA azúcar blanco envase 800 gr;0.85
Desayuno, dulces y pan;BOLLYCAO relleno de chocolate paquete 3 uds 180 gr;1.99
Desayuno, dulces y pan;Pan de pueblo en rebanadas bolsa 550 gr ;1.25
Desayuno, dulces y pan;OREO mini galletas de chocolate rellenas de crema caja 160 gr;1.59
Desayuno, dulces y pan;KELLOGGS barritas de bizcochitos de cereales con fruta y fibra estuche 240 g;2.95
Desayuno, dulces y pan;KINDER Bueno chocolate 43 gr;1.29
Desayuno, dulces y pan;DIA cereales rellenos de chocolate caja 500 gr;1.69
Desayuno, dulces y pan;DIA VITAL cereales fruta y fibra paquete 500 gr;1.75
Desayuno, dulces y pan;DIA cereales en bolas de maiz con miel paquete 500 gr;1.45
Desayuno, dulces y pan;DIA cereales de trigo inflado con miel paquete 500 gr;1.39
Desayuno, dulces y pan;DIA cereales muesli crujiente con frutas paquete 500 gr;1.85
Desayuno, dulces y pan;DIA VITAL cereales muesli con frutas bolsa 1 Kg;1.69
Desayuno, dulces y pan;DIA cereales de arroz inflado paquete 500 gr;1.49
Desayuno, dulces y pan;DIA cereales de copos de maiz con azúcar paquete 500 gr;1.29
Desayuno, dulces y pan;KELLOGGS cereales special k con frutas rojas caja 300 gr;3.19
Desayuno, dulces y pan;ARTIACH Dinosaurus galletas de cereales con vitaminas caja 411 gr;2.19
Desayuno, dulces y pan;BIMBO magdalenas cuadradas caja 700 gr;2.79
Desayuno, dulces y pan;Barra de pan 250 gr;0.39
Desayuno, dulces y pan;DIA pastas de té estuche 350 gr;1.49
Desayuno, dulces y pan;DULCESOL tortas de anís paquete 400 gr;1.49
Desayuno, dulces y pan;DONUTS bombón estuche 2 uds 94 gr;1.39
Desayuno, dulces y pan;PHOSKITOS bollitos rellenos de leche estuche 4 uds 160 gr;2.65
Desayuno, dulces y pan;DIA barritas de cereales con manzana y albaricoque estuche 150 gr;1.15
Desayuno, dulces y pan;DIA barritas de cereales muesli con avellana estuche 150 gr;1.15
Desayuno, dulces y pan;DIA barritas de cereales muesli con chocolate estuche 150 gr;1.15
Desayuno, dulces y pan;DIA barritas cereales chocolate y platano  caja 6 uds 150 gr;1.15
Desayuno, dulces y pan;DIA magdalenas redondas envasadas individualmente bolsa 615 gr;1.09
Desayuno, dulces y pan;DIA gelatina sabor fresa caja 170 gr;1.05
Desayuno, dulces y pan;KELLOGGS barrita de cereales choco krispies estuche 120 gr;2.39
Desayuno, dulces y pan;CHUPA CHUPS original varios sabores individual 12 gr ;0.29
Desayuno, dulces y pan;NATREEN clássic edulcorante dosificador 300 comprimidos;2.49
Desayuno, dulces y pan;MILKA chocolate con leche tableta 270 gr;2.49
Desayuno, dulces y pan;NESTLE NESQUIK cacao instantaneo bolsa  1,5 kg;6.95
Desayuno, dulces y pan;DIA TEMPTATION crema al cacao con avellanas frasco 400 gr;1.35
Desayuno, dulces y pan;DIA TEMPTATION crema al cacao duo con avellanas frasco 400 gr;1.35
Desayuno, dulces y pan;VALOR chocolate negro 85% sin azúcar tableta 100 gr;1.85
Desayuno, dulces y pan;NOCILLA crema de cacao 0% azúcares añadidos vaso 180 gr;2.49
Desayuno, dulces y pan;DIA galleta cubierta de chocolate con leche paquete 150 gr;1.05
Desayuno, dulces y pan;DIA galletas cookies rellenas de chocolate negro paquete 200 gr ;1.85
Desayuno, dulces y pan;SOLANO caramelos duros tradicionales bolsa 99 gr ;2.19
Desayuno, dulces y pan;TWIX barritas rellenas de caramelo con chocolate con leche 75 gr;1.45
Desayuno, dulces y pan;HORNIMANS infusión manzanilla estuche 40 bolsitas ;2.75
Desayuno, dulces y pan;HORNIMANS infusión menta poleo estuche 40 bolsitas ;2.75
Desayuno, dulces y pan;HORNIMANS té clásico estuche 40 bolsitas;2.75
Desayuno, dulces y pan;HORNIMANS infusión tila estuche 40 bolsitas ;2.75
Desayuno, dulces y pan;NUTELLA B-ready deliciosa nutella recubierta de galleta caja 6 uds;2.19
Desayuno, dulces y pan;DR.OETKER preparado para pastel de zanahoria caja 350 gr ;4.19
Desayuno, dulces y pan;DIA DELICIOUS café brasil 10 cápsulas caja 52 gr;1.89
Desayuno, dulces y pan;MILKYBAR chocolate blanco tableta 100 gr ;1.19
Desayuno, dulces y pan;SNICKERS barritas rellenas de caramelo con cacahuetes paquete 2 uds 80 gr ;1.45
Desayuno, dulces y pan;M&M's cacahuete bolsa 400 gr;4.29
Desayuno, dulces y pan;TRIDENT Senses chicle láminas sabor hierbabuena paquete 23 gr ;1.0
Desayuno, dulces y pan;TRIDENT Senses chicle láminas sabor sandía paquete 23 gr ;1.0
Desayuno, dulces y pan;DIA mini galletas rellenas de chocolate chops choc caja 160 gr ;1.05
Desayuno, dulces y pan;KELLOGGS cereales unicorn froot loops caja 375 gr;3.29
Desayuno, dulces y pan;SOLANO caramelos sabor fresa y nata bolsa 99 gr ;2.19
Desayuno, dulces y pan;SOLANO caramelos sabor café expresso bolsa 99 gr;2.19
Desayuno, dulces y pan;DIA DELICIOUS chocolate negro 85% tableta 100 gr ;1.19
Desayuno, dulces y pan;DIA DELICIOUS chocolate negro 74% tableta 100 gr ;1.05
Desayuno, dulces y pan;DIA DELICIOUS chocolate negro con naranja confitada tableta 100 gr;1.45
Desayuno, dulces y pan;KELLOGGS cereales wk integrales choco bio caja 300 gr;3.49
Desayuno, dulces y pan;DR. OETKER almendras en láminas bolsa 125 gr;3.79
Desayuno, dulces y pan;DR. OETKER aroma de vainilla de madagascar bote 35 ml;3.75
Desayuno, dulces y pan;PROCELI colines SIN GLUTEN bolsa 150 gr;2.39
Desayuno, dulces y pan;SAIMAZA café fuerte caja 20 cápsulas ;4.19
Desayuno, dulces y pan;SAIMAZA café descafeinado caja 20 cápsulas ;4.19
Desayuno, dulces y pan;VALOR chocolate negro 92% cacao tableta 170 gr ;2.45
Desayuno, dulces y pan;GREEN PANELA panela ecológica paquete 500 gr;2.59
Desayuno, dulces y pan;KELLOGGS barritas special k protein con coco, cacao y anacardos caja 112 gr ;2.69
Desayuno, dulces y pan;ROYAL gelatina de arándanos light caja 31 gr ;2.39
Desayuno, dulces y pan;WASA pan tostado original paquete 275 gr ;2.39
Desayuno, dulces y pan;MIDEL cono chuches celebración SIN GLUTEN bolsa 70 gr;1.05
Desayuno, dulces y pan;AZUCARERA sirope de agave bote 360 gr;2.95
Desayuno, dulces y pan;LINDT Excellence chocolate negro 99% cacao tableta 50 gr;2.99
Desayuno, dulces y pan;KELLOGGS barritas special k con chocolate con leche belga 6 uds x 20 gr;2.29
Desayuno, dulces y pan;MIDEL golosinas gomy bag moras bolsa 100 gr;1.05
Desayuno, dulces y pan;DR. SCHAR panecillos tostados crostini SIN GLUTEN bolsa 150 gr;3.05
Desayuno, dulces y pan;PROCELI pan ciabatta rústica SIN GLUTEN bolsa 120 gr;1.85
Desayuno, dulces y pan;CUETARA surtido de galletas caja 420 gr;3.55
Desayuno, dulces y pan;GULLON galletas maría bio organic caja 350 gr;2.15
Desayuno, dulces y pan;GULLON galletas de avena bio organic caja 250 gr;2.69
Desayuno, dulces y pan;GULLON galletas choco chips bio organic caja 250 gr;2.69
Desayuno, dulces y pan;FRANJUBA pico moreno bolsa 140 gr;1.39
Desayuno, dulces y pan;AZUCARERA azúcar moreno de caña bolsa 750 gr;2.19
Desayuno, dulces y pan;ARTIACH Dinosaurus galletas de cereales con chocolate blanco caja 352 gr;2.69
Desayuno, dulces y pan;Pan de espelta bolsa 350 gr;2.09
Desayuno, dulces y pan;L'OR café espresso colombia caja 20 cápsulas;6.69
Desayuno, dulces y pan;MENTOLIN caramelos sabor limón y melisa paquete 20 gr;0.79
Desayuno, dulces y pan;NESTLE Dolca chocolate negro tableta 100 gr;0.75
Desayuno, dulces y pan;NESTLE Dolca chocolate con leche tableta 100 gr;0.75
Desayuno, dulces y pan;DAMEL palotes surtidos bolsa 90 gr;1.05
Desayuno, dulces y pan;BIMBO Little bites mini muffins con pepitas de chocolate bolsa 188 gr ;2.19
Desayuno, dulces y pan;DIA bizcocho relleno de chocolate choco monkey paquete 150 gr;1.09
Desayuno, dulces y pan;DIA infusión de tila estuche 25 bolsitas;0.57
Desayuno, dulces y pan;DIA té chai estuche 25 bolsitas;1.45
Desayuno, dulces y pan;DIA manzanilla estuche 25 bolsitas;0.42
Desayuno, dulces y pan;DIA pastel mármol 400 gr;1.29
Desayuno, dulces y pan;DIA infusión de jengibre y limón estuche 25 bolsitas ;1.35
Desayuno, dulces y pan;AZUCARERA Panela azúcar moreno de caña integral paquete 500 gr;2.05
Desayuno, dulces y pan;DIA té english breakfast estuche 25 bolsitas;0.59
Desayuno, dulces y pan;DIA té rojo con un toque de ciruela y anís estuche 25 bolsitas;1.09
Desayuno, dulces y pan;COLACAO Noir cacao soluble 0% azúcares añadidos bote 300 gr;3.39
Desayuno, dulces y pan;SUCHARD chocolate negro 85% cacao bio tableta 90 gr;2.19
Desayuno, dulces y pan;DIA infusión menta poleo estuche 25 bolsitas;0.52
Desayuno, dulces y pan;HORNIMANS infusión veggie cúrcuma estuche 20 bolsitas;2.69
Desayuno, dulces y pan;Hogaza integral bolsa 350 gr;1.09
Desayuno, dulces y pan;HORNIMANS infusión veggie jengibre y matcha estuche 20 bolsitas;2.69
Desayuno, dulces y pan;BELVITA galletas desayuno con cereales caja 300 gr;1.59
Desayuno, dulces y pan;BELVITA galletas desayuno con chocolate y cereales caja 300 gr;1.59
Desayuno, dulces y pan;MENTOS roll frutas pack caramelos masticables sabor frutas paquete 2 x 38 gr;1.29
Desayuno, dulces y pan;Manzanilla dulce bolsa 15 gr;0.99
Desayuno, dulces y pan;Infusión rooibos con frutas bolsa 40 gr;1.65
Desayuno, dulces y pan;Infusión de té verde, cola de caballo, naranja y canela bolsa 30 gr;0.99
Desayuno, dulces y pan;Infusión relajante bolsa 30 gr;0.99
Desayuno, dulces y pan;DIA galletas mini chops choc cream bolsa 100 gr;0.59
Desayuno, dulces y pan;HUESITOS barrita chocolate pack 6 uds 120 gr;1.35
Desayuno, dulces y pan;FONTANEDA galletas digestive finas con chocolate con leche caja 170 gr;1.79
Desayuno, dulces y pan;FONTANEDA galletas digestive finas con chocolate negro caja 170 gr;1.79
Desayuno, dulces y pan;FIESTA piruleta corazón bolsa 91 gr;1.25
Desayuno, dulces y pan;BIMBO bizcocho de yogur rebanado bolsa 250 gr;1.59
Desayuno, dulces y pan;BIMBO pastelito pingüino paquete 3 uds;1.59
Desayuno, dulces y pan;FIESTA piruleta con chicle kojak bolsa 105 gr;1.39
Desayuno, dulces y pan;KELLOGGS cereales infantiles variety pack 8 cajas 25 gr;4.49
Desayuno, dulces y pan;KELLOGGS cereales wk granola con frambuesa, manzana y zanahoria caja 300 gr;3.19
Desayuno, dulces y pan;KELLOGGS cereales wk granola con cacao y avellanas caja 300 gr;3.19
Desayuno, dulces y pan;ROYAL gelatina sabor fresa caja 114 gr;2.29
Desayuno, dulces y pan;ROYAL gelatina sabor limón caja 114 gr;2.29
Desayuno, dulces y pan;ROYAL gelatina sabor piña caja 114 gr;2.29
Desayuno, dulces y pan;TIC TAC caramelo de coca cola envase 24 gr;1.0
Desayuno, dulces y pan;NATURE VALLEY barrita de cereales proteica con cacahuete y chocolate caja 160 gr;3.29
Desayuno, dulces y pan;NATURE VALLEY barrita de cereales crunchy avena y miel caja 210 gr;2.39
Desayuno, dulces y pan;Barra de pan baguette semillas 250 gr;0.85
Desayuno, dulces y pan;ST MICHEL galletas de mantequilla caja 150 gr;2.09
Desayuno, dulces y pan;FONTANEDA galletas mini digestive con canela 0% azúcares añadidos bolsa 250 gr;1.79
Desayuno, dulces y pan;TRIDENT Oral b chicle grageas sabor menta paquete 10 uds;1.29
Desayuno, dulces y pan;TRIDENT Oral b chicle grageas sabor hierbabuena paquete 10 uds;1.29
Desayuno, dulces y pan;ROYAL preparado para pastel mousse milka caja 215 gr;3.59
Desayuno, dulces y pan;CUETARA Tosta rica galletas mini go caja 240 gr;1.69
Desayuno, dulces y pan;DIA caramelos sin azúcar sabor limón bolsa 200 gr;1.99
Desayuno, dulces y pan;HARIBO regaliz negro mega torcidas bolsa 200 gr;1.89
Desayuno, dulces y pan;GULLON galleta maría paquete 4 x 200 gr;1.09
Desayuno, dulces y pan;MARCILLA café descafeinado 20 cápsulas caja 104 gr;5.25
Desayuno, dulces y pan;DR. SCHAR pan tostado SIN GLUTEN paquete 260 gr;4.09
Desayuno, dulces y pan;DR. OETKER aromatizante naranjas de valencia botella 35 ml;3.89
Desayuno, dulces y pan;MARCILLA café ristretto 20 cápsulas caja 104 gr;5.25
Desayuno, dulces y pan;MARCILLA café intenso 20 cápsulas caja 104 gr;5.25
Desayuno, dulces y pan;VIDAL golosinas naturall fruit & veggie bolsa 180 gr;2.05
Desayuno, dulces y pan;KINDER huevos schokobons white bolsa 200 gr;3.19
Desayuno, dulces y pan;NESTLE barrita de cereales fitness chocolate negro estuche 6 x 32 gr;2.49
Desayuno, dulces y pan;NOCILLA crema de cacao chocolate con leche 0% vaso 180 gr;2.49
Desayuno, dulces y pan;BIMBO pan de molde natural sin corteza bolsa 450 g;2.39
Desayuno, dulces y pan;BIMBO pan de molde artesano brioche bolsa 550 g;2.39
Desayuno, dulces y pan;LOTUS crema de galletas para untar frasco 400 gr;2.99
Desayuno, dulces y pan;HARIBO Favoritos golosinas classic bolsa 250 gr;2.09
Desayuno, dulces y pan;HARIBO Favoritos golosinas recubiertos de azúcar bolsa 250 gr;2.09
Desayuno, dulces y pan;HARIBO Favoritos regaliz bolsa 250 gr;2.09
Desayuno, dulces y pan;HARIBO Favoritos golosinas pica bolsa 250 gr;2.09
Desayuno, dulces y pan;HARIBO golosinas funky mix bolsa 250 gr;2.09
Desayuno, dulces y pan;MARS barritas de chocolate con leche rellenas de caramelo bolsa 3 uds 51 gr;1.99
Desayuno, dulces y pan;SNICKERS barritas de chocolate con caramelo y cacahuetes bolsa 3 uds 150 gr;1.99
Desayuno, dulces y pan;TWIX barritas de chocolate rellenas de caramelo y galleta bolsa 3 uds 150 gr;1.99
Desayuno, dulces y pan;HARIBO golosinas ositos recubiertos de azúcar bolsa 250 gr;2.09
Desayuno, dulces y pan;WERTHER`S Original caramelos de nata bolsa 135 gr;1.65
Desayuno, dulces y pan;ESGIR cocktail de picatostes con aceite de oliva SIN GLUTEN bolsa 70 gr;1.05
Desayuno, dulces y pan;RIALTO picatostes naturales bolsa 75 gr;0.85
Desayuno, dulces y pan;HARIBO golosinas ositos de oro bolsa 250 gr;2.09
Desayuno, dulces y pan;KINDER Cards chocolatinas paquete 5 uds 128 gr;2.39
Desayuno, dulces y pan;ARTIACH Chiquilin galletas 0% azúcares caja 525 gr;2.85
Desayuno, dulces y pan;POMPADOUR infusión quema-grasas estuche 20 bolsitas;2.29
Desayuno, dulces y pan;POMPADOUR infusión ansiemin estuche 20 uds;2.29
Desayuno, dulces y pan;L'OR café barista caja 10 cápsulas;3.49
Desayuno, dulces y pan;DR OETKER fideos sprinkles ocean mix frasco 50 gr;1.99
Desayuno, dulces y pan;DR OETKER fideos sprinkles metallic mix frasco 50 gr;1.99
Desayuno, dulces y pan;DR OETKER fideos sprinkles rainbow mix frasco 50 gr;1.99
Desayuno, dulces y pan;HORNIMANS cúrcuma con té matcha estuche 20 bolsitas;2.39
Desayuno, dulces y pan;M&M'S Crispy arroz crujiente recubierto de chocolate con leche bolsa 170 gr;2.59
Desayuno, dulces y pan;HALLS caramelo sabor ice tea energy paquete 32 gr;1.0
Desayuno, dulces y pan;HORNIMANS infusión de arándanos estuche 20 bolsitas;2.39
Desayuno, dulces y pan;HALLS caramelo sabor cola cafeína energy paquete 32 gr;1.0
Desayuno, dulces y pan;DR. SCHAR crackers SIN GLUTEN bolsa 210 gr;2.99
Desayuno, dulces y pan;KELLOGGS cereales de granola prebióticos caja 380 gr;3.15
Desayuno, dulces y pan;MEXIFOODS tortillas de trigo para fajitas bolsa 8 unidades 320 gr;1.05
Desayuno, dulces y pan;BE-KIND barrita de frutos secos con caramelo y sal envase 3 uds x 30 gr;4.09
Desayuno, dulces y pan;BE-KIND barrita de frutos secos con chocolate envase 3 uds x 30 gr;4.09
Desayuno, dulces y pan;MILKA crema de cacao con avellanas tarro 360 gr;2.69
Desayuno, dulces y pan;NATURE VALLEY barrita de cereales crunchy avena y miel envase 42 gr;0.89
Desayuno, dulces y pan;LOTUS galleta caramelizada rellena de chocolate paquete 150 gr;1.39
Desayuno, dulces y pan;PIKOTAS caramelo de goma relleno sabor cereza bolsa 100 gr;1.05
Desayuno, dulces y pan;TIC TAC caramelo  fresh cherry mentol envase 12 gr;1.0
Desayuno, dulces y pan;EL MOLINO DE DIA pan de molde blanco bolsa 460 gr;0.69
Desayuno, dulces y pan;EL MOLINO DE DIA pan de molde 100% integral bolsa 460 gr;0.79
Desayuno, dulces y pan;NUTELLA crema de cacao con avellanas tarro 700 gr;4.89
Desayuno, dulces y pan;COLACAO cacao soluble mocca bolsa 250 gr;3.55
Desayuno, dulces y pan;NAKD barrita de cereales arándano y frutas caja 4 x 35 gr;2.75
Desayuno, dulces y pan;EL MOLINO DE DIA pan de molde especial tostadas bolsa 820 gr;1.15
Desayuno, dulces y pan;YOGI TEA infusión dulces sueños estuche 12 bolsitas;3.05
Desayuno, dulces y pan;DONUTS pepito fondant estuche 2 uds 280 gr;2.29
Desayuno, dulces y pan;EL MOLINO DE DIA pan de molde integral 100% bolsa 820 gr;0.92
Desayuno, dulces y pan;WERTHER'S Original caramelos blandos bolsa 135 gr;1.95
Desayuno, dulces y pan;AZUCARERA azúcar de coco paquete 300 gr;2.95
Desayuno, dulces y pan;AZUCARERA panela en sobres 40 uds caja 240 gr;2.45
Desayuno, dulces y pan;SMINT pastillas de limón y menta lata 35 gr;2.19
Desayuno, dulces y pan;TROLLI gominolas mix brillo tarrina 500 gr;3.35
Desayuno, dulces y pan;JUST LOADING crema de cacahuete 100% tarro 500 gr;3.09
Desayuno, dulces y pan;DULCESOL croissant integral sin azúcar paquete 270 gr;1.39
Desayuno, dulces y pan;DONUTS XO estuche 2 uds 146 gr;1.75
Desayuno, dulces y pan;MENTOLIN caramelos de limón y miel bolsa 100 gr;1.0
Desayuno, dulces y pan;NOCILLA mini cookies chocolate paquete 8 uds 64 gr;1.0
Desayuno, dulces y pan;NOCILLA mini cookies chocolate blanco paquete 8 uds 64 gr;1.0
Desayuno, dulces y pan;DIA azúcar moreno en sobres  50 uds caja 300 gr;1.19
Desayuno, dulces y pan;DIA azúcar blanco en sobres  50 uds caja 300 gr;1.05
Desayuno, dulces y pan;VIDAL surtido gominolas party mix bolsa 150 gr;1.75
Desayuno, dulces y pan;VIDAL gominolas jelly fruits bolsa 100 gr;1.05
Desayuno, dulces y pan;DIA azúcar moreno paquete 500 gr;0.99
Desayuno, dulces y pan;FINI golosinas torcidas rellenas pica pica bolsa 180 gr;1.85
Desayuno, dulces y pan;FINI golosinas sour boom mix bolsa 180 gr;1.85
Lácteos y huevos;DIA BÍFIDUS yogur cremoso 0% con fresa pack 4 unidades 125 gr;0.99
Lácteos y huevos;DIA BÍFIDUS yogur cremoso con piña 0% pack 4 unidades 125 gr;0.99
Lácteos y huevos;DANONE yogur natural azucarado pack 8 unidades 120 gr;2.09
Lácteos y huevos;DANONE VITALINEA satisfacción yogur fresa pack 4 unidades 135 g;2.49
Lácteos y huevos;DIA bebida láctea omega 3 envase 1 lt;0.88
Lácteos y huevos;DANONE ACTIVIA bífidus de frutos del bosque pack 4 unidades 120 gr;2.29
Lácteos y huevos;DANONE ACTIVIA bífidus de pera pack 4 unidades 120 gr;2.29
Lácteos y huevos;DIA bífidus natural edulcorado 0% M.G pack 4 unidades 125 gr;0.69
Lácteos y huevos;DIA LIFEFORM yogur líquido fresa pack 6 unidades 100 g;1.25
Lácteos y huevos;ASTURIANA nata para montar envase 500 ml;2.05
Lácteos y huevos;DIA nata para cocinar envase 500 ml;1.09
Lácteos y huevos;DIA margarina vitaminada barqueta 500 g;0.85
Lácteos y huevos;DIA margarina ligera barqueta 500 g;0.85
Lácteos y huevos;DIA margarina vitaminada con sal 500 g;0.85
Lácteos y huevos;DANONE ACTIVIA bífidus con muesli 0% M.G pack 4 unidades 120 gr ;2.25
Lácteos y huevos;CHUFI horchata maestro horchatero botella 1 lt;1.99
Lácteos y huevos;ASTURIANA nata para cocinar envase 500 ml;2.05
Lácteos y huevos;FLORA PROACTIVE margarina barqueta 250 gr;2.59
Lácteos y huevos;DIA bífidus con cereales y fibra pack 4 unidades 125 gr;0.99
Lácteos y huevos;ALPRO bebida soja envase 1 lt;1.49
